orderdate,status,customername,country,quantityordered,priceeach,productline,productname
2005-01-06,Shipped,Suominen Souveniers,Finland,34,68.63,Classic Cars,1970 Plymouth Hemi Cuda
2005-01-06,Shipped,Suominen Souveniers,Finland,46,103.64,Classic Cars,1969 Dodge Charger
2005-01-06,Shipped,Suominen Souveniers,Finland,22,61.60,Classic Cars,1948 Porsche 356-A Roadster
2005-01-06,Shipped,Suominen Souveniers,Finland,46,69.15,Classic Cars,1969 Dodge Super Bee
2005-01-06,Shipped,Suominen Souveniers,Finland,24,124.94,Classic Cars,1976 Ford Gran Torino
2005-01-06,Shipped,Suominen Souveniers,Finland,32,52.22,Motorcycles,1957 Vespa GS150
2005-01-06,Shipped,Suominen Souveniers,Finland,28,123.50,Classic Cars,1957 Corvette Convertible
2005-01-06,Shipped,Suominen Souveniers,Finland,21,70.08,Motorcycles,1960 BSA Gold Star DBD34
2005-01-06,Shipped,Suominen Souveniers,Finland,43,56.10,Motorcycles,1982 Ducati 900 Monster
2005-01-06,Shipped,Suominen Souveniers,Finland,21,52.05,Classic Cars,1971 Alpine Renault 1600s
2005-01-06,Shipped,Suominen Souveniers,Finland,31,113.75,Classic Cars,1956 Porsche 356A Coupe
2005-01-06,Shipped,Suominen Souveniers,Finland,43,75.99,Classic Cars,1961 Chevrolet Impala
2005-01-06,Shipped,Suominen Souveniers,Finland,50,92.90,Motorcycles,1997 BMW F650 ST
2005-01-06,Shipped,Marseille Mini Autos,France,48,38.22,Motorcycles,1982 Ducati 996 R
2005-01-07,Shipped,Mini Creations Ltd.,USA,30,116.06,Classic Cars,1993 Mazda RX-7
2005-01-07,Shipped,Mini Creations Ltd.,USA,22,82.66,Motorcycles,1974 Ducati 350 Mk3 Desmo
2005-01-07,Shipped,Mini Creations Ltd.,USA,44,68.34,Motorcycles,2002 Yamaha YZR M1
2005-01-10,Shipped,Royale Belge,Belgium,34,116.65,Classic Cars,1995 Honda Civic
2005-01-10,Shipped,Royale Belge,Belgium,49,105.60,Classic Cars,1999 Indy 500 Monte Carlo SS
2005-01-10,Shipped,Royale Belge,Belgium,34,154.10,Classic Cars,1992 Ferrari 360 Spider red
2005-01-12,Resolved,Toys4GrownUps.com,USA,49,105.77,Classic Cars,1965 Aston Martin DB5
2005-01-12,Resolved,Toys4GrownUps.com,USA,37,144.50,Vintage Cars,1917 Grand Touring Sedan
2005-01-12,Resolved,Toys4GrownUps.com,USA,45,50.25,Vintage Cars,1911 Ford Town Car
2005-01-12,Resolved,Toys4GrownUps.com,USA,27,124.59,Vintage Cars,1932 Model A Ford J-Coupe
2005-01-12,Resolved,Toys4GrownUps.com,USA,32,140.06,Vintage Cars,1928 Mercedes-Benz SSK
2005-01-12,Resolved,Toys4GrownUps.com,USA,46,131.39,Classic Cars,1948 Porsche Type 356 Roadster
2005-01-12,Resolved,Toys4GrownUps.com,USA,43,77.31,Vintage Cars,1932 Alfa Romeo 8C2300 Spider Sport
2005-01-12,Resolved,Toys4GrownUps.com,USA,44,66.99,Classic Cars,1957 Ford Thunderbird
2005-01-12,Resolved,Toys4GrownUps.com,USA,21,72.76,Classic Cars,1970 Chevy Chevelle SS 454
2005-01-12,Resolved,Toys4GrownUps.com,USA,38,50.31,Classic Cars,1966 Shelby Cobra 427 S/C
2005-01-12,Resolved,Toys4GrownUps.com,USA,23,29.54,Vintage Cars,1939 Chevrolet Deluxe Coupe
2005-01-12,Resolved,Toys4GrownUps.com,USA,28,43.01,Vintage Cars,1938 Cadillac V-16 Presidential Limousine
2005-01-12,Resolved,Toys4GrownUps.com,USA,36,36.25,Classic Cars,1982 Lamborghini Diablo
2005-01-19,Shipped,Mini Gifts Distributors Ltd.,USA,40,73.60,Classic Cars,1949 Jaguar XK 120
2005-01-19,Shipped,Mini Gifts Distributors Ltd.,USA,31,115.09,Classic Cars,1952 Citroen-15CV
2005-01-19,Shipped,Mini Gifts Distributors Ltd.,USA,46,83.04,Classic Cars,1969 Chevrolet Camaro Z28
2005-01-19,Shipped,Mini Gifts Distributors Ltd.,USA,20,93.16,Classic Cars,2002 Chevy Corvette
2005-01-19,Shipped,Mini Gifts Distributors Ltd.,USA,46,36.52,Vintage Cars,1936 Mercedes Benz 500k Roadster
2005-01-20,Shipped,Collectables For Less Inc.,USA,41,195.01,Classic Cars,1952 Alpine Renault 1300
2005-01-20,Shipped,Collectables For Less Inc.,USA,44,89.38,Vintage Cars,1937 Lincoln Berline
2005-01-20,Shipped,Collectables For Less Inc.,USA,32,46.36,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster
2005-01-20,Shipped,Collectables For Less Inc.,USA,42,100.30,Vintage Cars,1913 Ford Model T Speedster
2005-01-20,Shipped,Collectables For Less Inc.,USA,28,51.84,Vintage Cars,1934 Ford V8 Coupe
2005-01-20,Shipped,Collectables For Less Inc.,USA,21,90.06,Vintage Cars,18th Century Vintage Horse Carriage
2005-01-20,Shipped,Collectables For Less Inc.,USA,45,80.36,Vintage Cars,1917 Maxwell Touring Car
2005-01-20,Shipped,Collectables For Less Inc.,USA,40,93.49,Vintage Cars,1936 Chrysler Airflow
2005-01-20,Shipped,"Anna's Decorations, Ltd",Australia,35,128.53,Classic Cars,1962 LanciaA Delta 16V
2005-01-20,Shipped,"Anna's Decorations, Ltd",Australia,49,128.47,Trucks and Buses,1958 Setra Bus
2005-01-20,Shipped,"Anna's Decorations, Ltd",Australia,27,100.34,Trucks and Buses,1940 Ford Pickup Truck
2005-01-20,Shipped,"Anna's Decorations, Ltd",Australia,22,101.87,Trucks and Buses,1964 Mercedes Tour Bus
2005-01-20,Shipped,"Anna's Decorations, Ltd",Australia,22,60.16,Trucks and Buses,1926 Ford Fire Engine
2005-01-20,Shipped,"Anna's Decorations, Ltd",Australia,27,167.65,Classic Cars,1992 Ferrari 360 Spider red
2005-01-20,Shipped,"Anna's Decorations, Ltd",Australia,29,105.34,Trucks and Buses,1940s Ford truck
2005-01-20,Shipped,"Anna's Decorations, Ltd",Australia,20,41.76,Vintage Cars,1939 Cadillac Limousine
2005-01-20,Shipped,"Anna's Decorations, Ltd",Australia,25,63.99,Trucks and Buses,1996 Peterbilt 379 Stake Bed with Outrigger
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,32,178.71,Classic Cars,2001 Ferrari Enzo
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,49,104.28,Trucks and Buses,1957 Chevy Pickup
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,25,160.46,Classic Cars,1998 Chrysler Plymouth Prowler
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,25,53.75,Classic Cars,1970 Dodge Coronet
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,20,126.51,Trucks and Buses,1962 Volkswagen Microbus
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,45,35.01,Classic Cars,1958 Chevy Corvette Limited Edition
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,28,95.81,Classic Cars,1992 Porsche Cayenne Turbo Silver
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,26,82.83,Trucks and Buses,1980âs GM Manhattan Express
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,20,44.37,Trucks and Buses,1954 Greyhound Scenicruiser
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,30,53.44,Trains,1950's Chicago Surface Lines Streetcar
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,48,97.23,Trucks and Buses,Diamond T620 Semi-Skirted Tanker
2005-01-23,Shipped,Mini Gifts Distributors Ltd.,USA,34,83.95,Classic Cars,1982 Camaro Z28
2005-01-26,Shipped,"Tokyo Collectables, Ltd",Japan,40,146.55,Classic Cars,1969 Corvair Monza
2005-01-26,Shipped,"Tokyo Collectables, Ltd",Japan,34,140.15,Classic Cars,1969 Ford Falcon
2005-01-26,Shipped,"Tokyo Collectables, Ltd",Japan,28,131.13,Vintage Cars,1903 Ford Model A
2005-01-26,Shipped,"Tokyo Collectables, Ltd",Japan,25,91.76,Trains,Collectable Wooden Train
2005-01-26,Shipped,"Tokyo Collectables, Ltd",Japan,48,119.20,Classic Cars,1970 Triumph Spitfire
2005-01-26,Shipped,"Tokyo Collectables, Ltd",Japan,41,78.99,Vintage Cars,1904 Buick Runabout
2005-01-26,Shipped,"Tokyo Collectables, Ltd",Japan,37,102.00,Ships,18th century schooner
2005-01-26,Shipped,"Tokyo Collectables, Ltd",Japan,24,56.82,Trains,1962 City of Detroit Streetcar
2005-01-26,Shipped,"Tokyo Collectables, Ltd",Japan,44,74.48,Ships,The Mayflower
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,39,118.32,Classic Cars,1972 Alfa Romeo GTA
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,28,143.50,Planes,1980s Black Hawk Helicopter
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,22,75.70,Ships,1999 Yamaha Speed Boat
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,50,99.52,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,38,58.92,Planes,1900s Vintage Bi-Plane
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,33,82.31,Vintage Cars,1912 Ford Model T Delivery Wagon
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,46,53.92,Vintage Cars,1937 Horch 930V Limousine
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,23,83.86,Vintage Cars,1940 Ford Delivery Sedan
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,39,62.10,Planes,Corsair F4U ( Bird Cage)
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,44,58.00,Ships,The Schooner Bluenose
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,32,76.94,Ships,HMS Bounty
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,41,69.39,Ships,The USS Constitution Ship
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,34,94.16,Ships,The Titanic
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,37,83.42,Ships,The Queen Mary
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,45,68.11,Planes,American Airlines: MD-11S
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,25,44.20,Planes,Boeing X-32A JSF
2005-01-31,Shipped,"Oulu Toy Supplies, Inc.",Finland,29,48.05,Ships,Pont Yacht
2005-02-02,Shipped,"Australian Gift Network, Co",Australia,39,115.37,Motorcycles,1996 Moto Guzzi 1100i
2005-02-02,Shipped,"Australian Gift Network, Co",Australia,22,158.80,Motorcycles,2003 Harley-Davidson Eagle Drag Bike
2005-02-02,Shipped,"Australian Gift Network, Co",Australia,42,75.19,Planes,P-51-D Mustang
2005-02-02,Shipped,"Australian Gift Network, Co",Australia,22,48.46,Motorcycles,1936 Harley Davidson El Knucklehead
2005-02-02,Shipped,"Australian Gift Network, Co",Australia,38,112.70,Motorcycles,1997 BMW R 1100 S
2005-02-02,Shipped,"Australian Gift Network, Co",Australia,46,107.23,Planes,1928 British Royal Navy Airplane
2005-02-03,Shipped,La Rochelle Gifts,France,21,76.56,Motorcycles,1969 Harley Davidson Ultimate Chopper
2005-02-03,Shipped,La Rochelle Gifts,France,45,184.84,Classic Cars,1968 Ford Mustang
2005-02-03,Shipped,La Rochelle Gifts,France,49,150.62,Motorcycles,2002 Suzuki XREO
2005-02-03,Shipped,La Rochelle Gifts,France,23,67.03,Motorcycles,1960 BSA Gold Star DBD34
2005-02-03,Shipped,La Rochelle Gifts,France,20,60.26,Motorcycles,1982 Ducati 900 Monster
2005-02-03,Shipped,La Rochelle Gifts,France,43,60.13,Planes,1900s Vintage Tri-Plane
2005-02-03,Shipped,La Rochelle Gifts,France,37,87.90,Motorcycles,1997 BMW F650 ST
2005-02-03,Shipped,La Rochelle Gifts,France,44,59.85,Vintage Cars,1928 Ford Phaeton Deluxe
2005-02-03,Shipped,La Rochelle Gifts,France,41,96.95,Motorcycles,1974 Ducati 350 Mk3 Desmo
2005-02-03,Shipped,La Rochelle Gifts,France,49,36.22,Vintage Cars,1930 Buick Marquette Phaeton
2005-02-03,Shipped,La Rochelle Gifts,France,49,69.16,Motorcycles,2002 Yamaha YZR M1
2005-02-03,Shipped,La Rochelle Gifts,France,37,86.77,Planes,American Airlines: B767-300
2005-02-03,Shipped,La Rochelle Gifts,France,33,94.73,Planes,America West Airlines B757-200
2005-02-03,Shipped,La Rochelle Gifts,France,25,98.48,Planes,ATA: B757-300
2005-02-03,Shipped,La Rochelle Gifts,France,44,69.60,Planes,F/A 18 Hornet 1/72
2005-02-08,Shipped,Boards & Toys Co.,USA,35,98.65,Classic Cars,1968 Dodge Charger
2005-02-09,Shipped,"Toys of Finland, Co.",Finland,24,65.44,Classic Cars,1970 Plymouth Hemi Cuda
2005-02-09,Shipped,"Toys of Finland, Co.",Finland,50,112.86,Classic Cars,1969 Dodge Charger
2005-02-09,Shipped,"Toys of Finland, Co.",Finland,35,124.56,Classic Cars,1993 Mazda RX-7
2005-02-09,Shipped,"Toys of Finland, Co.",Finland,31,61.60,Classic Cars,1948 Porsche 356-A Roadster
2005-02-09,Shipped,"Toys of Finland, Co.",Finland,36,125.18,Classic Cars,1995 Honda Civic
2005-02-09,Shipped,"Toys of Finland, Co.",Finland,39,143.94,Classic Cars,1992 Ferrari 360 Spider red
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,34,121.95,Classic Cars,1965 Aston Martin DB5
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,22,66.74,Classic Cars,1969 Dodge Super Bee
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,43,146.99,Classic Cars,1976 Ford Gran Torino
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,28,60.30,Motorcycles,1957 Vespa GS150
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,49,122.02,Classic Cars,1957 Corvette Convertible
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,41,30.59,Classic Cars,1982 Lamborghini Diablo
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,46,52.66,Classic Cars,1971 Alpine Renault 1600s
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,33,129.20,Classic Cars,1956 Porsche 356A Coupe
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,41,80.84,Classic Cars,1961 Chevrolet Impala
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,40,35.80,Motorcycles,1982 Ducati 996 R
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,39,156.40,Vintage Cars,1917 Grand Touring Sedan
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,27,50.85,Vintage Cars,1911 Ford Town Car
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,29,113.52,Classic Cars,1999 Indy 500 Monte Carlo SS
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,32,134.22,Classic Cars,1948 Porsche Type 356 Roadster
2005-02-10,Shipped,Euro+ Shopping Channel,Spain,32,48.80,Classic Cars,1966 Shelby Cobra 427 S/C
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,27,88.36,Vintage Cars,1937 Lincoln Berline
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,40,119.50,Vintage Cars,1932 Model A Ford J-Coupe
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,21,156.94,Vintage Cars,1928 Mercedes-Benz SSK
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,32,78.23,Vintage Cars,1932 Alfa Romeo 8C2300 Spider Sport
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,24,66.99,Classic Cars,1957 Ford Thunderbird
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,34,66.88,Classic Cars,1970 Chevy Chevelle SS 454
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,32,29.87,Vintage Cars,1939 Chevrolet Deluxe Coupe
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,27,37.63,Vintage Cars,1938 Cadillac V-16 Presidential Limousine
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,36,77.24,Classic Cars,1949 Jaguar XK 120
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,44,111.57,Classic Cars,1952 Citroen-15CV
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,44,77.05,Classic Cars,1969 Chevrolet Camaro Z28
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,34,91.02,Classic Cars,2002 Chevy Corvette
2005-02-16,Shipped,Euro+ Shopping Channel,Spain,43,32.82,Vintage Cars,1936 Mercedes Benz 500k Roadster
2005-02-17,Shipped,Corporate Gift Ideas Co.,USA,36,182.16,Classic Cars,1952 Alpine Renault 1300
2005-02-17,Shipped,Corporate Gift Ideas Co.,USA,37,138.88,Classic Cars,1962 LanciaA Delta 16V
2005-02-17,Shipped,Corporate Gift Ideas Co.,USA,20,132.57,Trucks and Buses,1958 Setra Bus
2005-02-17,Shipped,Corporate Gift Ideas Co.,USA,48,114.34,Trucks and Buses,1940 Ford Pickup Truck
2005-02-17,Shipped,Corporate Gift Ideas Co.,USA,25,49.60,Vintage Cars,1936 Mercedes-Benz 500K Special Roadster
2005-02-17,Shipped,Corporate Gift Ideas Co.,USA,35,60.77,Trucks and Buses,1926 Ford Fire Engine
2005-02-17,Shipped,Corporate Gift Ideas Co.,USA,41,100.30,Vintage Cars,1913 Ford Model T Speedster
2005-02-17,Shipped,Corporate Gift Ideas Co.,USA,40,51.22,Vintage Cars,1934 Ford V8 Coupe
2005-02-17,Shipped,Corporate Gift Ideas Co.,USA,35,93.20,Vintage Cars,18th Century Vintage Horse Carriage
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,34,166.24,Classic Cars,2001 Ferrari Enzo
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,37,145.04,Classic Cars,1969 Corvair Monza
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,34,143.61,Classic Cars,1969 Ford Falcon
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,32,103.10,Trucks and Buses,1957 Chevy Pickup
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,25,160.46,Classic Cars,1998 Chrysler Plymouth Prowler
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,50,84.33,Vintage Cars,1917 Maxwell Touring Car
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,39,115.03,Trucks and Buses,1940s Ford truck
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,39,46.29,Vintage Cars,1939 Cadillac Limousine
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,20,120.12,Trucks and Buses,1962 Volkswagen Microbus
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,33,97.39,Vintage Cars,1936 Chrysler Airflow
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,26,85.72,Trucks and Buses,1980âs GM Manhattan Express
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,48,57.53,Trucks and Buses,1996 Peterbilt 379 Stake Bed with Outrigger
2005-02-17,Shipped,Mini Gifts Distributors Ltd.,USA,34,101.15,Classic Cars,1982 Camaro Z28
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,27,119.05,Trucks and Buses,1964 Mercedes Tour Bus
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,24,125.66,Vintage Cars,1903 Ford Model A
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,47,155.79,Classic Cars,1992 Ferrari 360 Spider red
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,26,83.70,Trains,Collectable Wooden Train
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,38,137.88,Classic Cars,1970 Triumph Spitfire
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,28,77.24,Vintage Cars,1904 Buick Runabout
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,22,52.60,Classic Cars,1970 Dodge Coronet
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,40,33.24,Classic Cars,1958 Chevy Corvette Limited Edition
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,21,117.10,Classic Cars,1992 Porsche Cayenne Turbo Silver
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,32,53.57,Trucks and Buses,1954 Greyhound Scenicruiser
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,44,55.93,Trains,1950's Chicago Surface Lines Streetcar
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,29,94.92,Trucks and Buses,Diamond T620 Semi-Skirted Tanker
2005-02-22,Shipped,Euro+ Shopping Channel,Spain,38,48.62,Trains,1962 City of Detroit Streetcar
2005-02-23,Shipped,Corporate Gift Ideas Co.,USA,34,129.20,Classic Cars,1972 Alfa Romeo GTA
2005-02-23,Shipped,Corporate Gift Ideas Co.,USA,28,114.29,Ships,18th century schooner
2005-02-23,Shipped,Corporate Gift Ideas Co.,USA,43,71.69,Vintage Cars,1912 Ford Model T Delivery Wagon
2005-02-23,Shipped,Corporate Gift Ideas Co.,USA,49,71.02,Ships,The Mayflower
2005-02-28,Shipped,Mini Gifts Distributors Ltd.,USA,37,78.83,Vintage Cars,1940 Ford Delivery Sedan
2005-02-28,Shipped,Mini Gifts Distributors Ltd.,USA,25,62.00,Ships,The Schooner Bluenose
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,25,130.88,Planes,1980s Black Hawk Helicopter
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,21,72.65,Planes,P-51-D Mustang
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,37,73.12,Ships,1999 Yamaha Speed Boat
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,22,100.58,Vintage Cars,1941 Chevrolet Special Deluxe Cabriolet
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,33,101.76,Planes,1928 British Royal Navy Airplane
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,39,56.86,Planes,1900s Vintage Bi-Plane
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,35,54.57,Vintage Cars,1937 Horch 930V Limousine
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,41,55.96,Planes,Corsair F4U ( Bird Cage)
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,50,71.73,Planes,1900s Vintage Tri-Plane
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,29,85.09,Ships,HMS Bounty
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,37,90.75,Planes,America West Airlines B757-200
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,37,67.22,Ships,The USS Constitution Ship
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,32,68.00,Planes,F/A 18 Hornet 1/72
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,45,83.14,Ships,The Titanic
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,30,80.44,Ships,The Queen Mary
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,44,59.22,Planes,American Airlines: MD-11S
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,50,47.67,Planes,Boeing X-32A JSF
2005-03-01,Resolved,Euro+ Shopping Channel,Spain,43,52.42,Ships,Pont Yacht
2005-03-02,Shipped,"Dragon Souveniers, Ltd.",Singapore,44,79.91,Motorcycles,1997 BMW F650 ST
2005-03-03,Shipped,FunGiftIdeas.com,USA,42,80.39,Motorcycles,1969 Harley Davidson Ultimate Chopper
2005-03-03,Shipped,FunGiftIdeas.com,USA,50,118.94,Motorcycles,1996 Moto Guzzi 1100i
2005-03-03,Shipped,FunGiftIdeas.com,USA,21,156.86,Motorcycles,2003 Harley-Davidson Eagle Drag Bike
2005-03-03,Shipped,FunGiftIdeas.com,USA,44,125.01,Motorcycles,2002 Suzuki XREO
2005-03-03,Shipped,FunGiftIdeas.com,USA,35,58.47,Vintage Cars,1928 Ford Phaeton Deluxe
2005-03-03,Shipped,FunGiftIdeas.com,USA,27,41.02,Vintage Cars,1930 Buick Marquette Phaeton
2005-03-03,Shipped,FunGiftIdeas.com,USA,46,74.90,Planes,American Airlines: B767-300
2005-03-03,Shipped,FunGiftIdeas.com,USA,50,111.53,Planes,ATA: B757-300
2005-03-03,Shipped,Scandinavian Gift Ideas,Sweden,26,182.90,Classic Cars,1968 Ford Mustang
2005-03-03,Shipped,Scandinavian Gift Ideas,Sweden,25,95.13,Classic Cars,1968 Dodge Charger
2005-03-03,Shipped,Scandinavian Gift Ideas,Sweden,36,76.61,Classic Cars,1970 Plymouth Hemi Cuda
2005-03-03,Shipped,Scandinavian Gift Ideas,Sweden,47,102.49,Classic Cars,1969 Dodge Charger
2005-03-03,Shipped,Scandinavian Gift Ideas,Sweden,49,63.91,Classic Cars,1948 Porsche 356-A Roadster
2005-03-03,Shipped,Scandinavian Gift Ideas,Sweden,39,52.09,Motorcycles,1936 Harley Davidson El Knucklehead
2005-03-03,Shipped,Scandinavian Gift Ideas,Sweden,45,112.70,Motorcycles,1997 BMW R 1100 S
2005-03-03,Shipped,Scandinavian Gift Ideas,Sweden,49,61.70,Motorcycles,1960 BSA Gold Star DBD34
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,36,117.48,Classic Cars,1993 Mazda RX-7
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,34,132.29,Classic Cars,1995 Honda Civic
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,31,102.98,Vintage Cars,1932 Model A Ford J-Coupe
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,26,162.00,Vintage Cars,1928 Mercedes-Benz SSK
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,40,75.59,Classic Cars,1969 Dodge Super Bee
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,50,135.23,Classic Cars,1976 Ford Gran Torino
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,36,54.09,Motorcycles,1957 Vespa GS150
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,49,122.02,Classic Cars,1957 Corvette Convertible
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,35,67.87,Motorcycles,1982 Ducati 900 Monster
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,37,35.87,Classic Cars,1982 Lamborghini Diablo
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,46,51.43,Classic Cars,1971 Alpine Renault 1600s
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,45,134.81,Classic Cars,1956 Porsche 356A Coupe
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,30,66.29,Classic Cars,1961 Chevrolet Impala
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,41,39.02,Motorcycles,1982 Ducati 996 R
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,45,101.03,Motorcycles,1974 Ducati 350 Mk3 Desmo
2005-03-04,Shipped,Mini Gifts Distributors Ltd.,USA,22,81.36,Motorcycles,2002 Yamaha YZR M1
2005-03-09,Shipped,"Anna's Decorations, Ltd",Australia,24,195.01,Classic Cars,1952 Alpine Renault 1300
2005-03-09,Shipped,"Anna's Decorations, Ltd",Australia,37,121.15,Classic Cars,1962 LanciaA Delta 16V
2005-03-09,Shipped,"Anna's Decorations, Ltd",Australia,39,110.70,Trucks and Buses,1958 Setra Bus
2005-03-09,Shipped,"Anna's Decorations, Ltd",Australia,29,114.34,Trucks and Buses,1940 Ford Pickup Truck
2005-03-09,Shipped,"Anna's Decorations, Ltd",Australia,35,102.74,Vintage Cars,1937 Lincoln Berline
